DMSO_6_3_RIBO	DMSO_6_4_RIBO	DMSO_6_1_RNA	DMSO_6_2_RNA	DMSO_6_3_RNA	DMSO_6_4_RNA	DMSO_30_1_RIBO	DMSO_30_2_RIBO	DMSO_30_3_RIBO	DMSO_30_1_RNA	DMSO_30_2_RNA	DMSO_30_3_RNA	PP_30_1_RIBO	PP_30_2_RIBO	PP_30_3_RIBO	PP_30_1_RNA	PP_30_2_RNA	PP_30_3_RNA	PP_6_1_RIBO	PP_6_3_RIBO	PP_6_1_RNA	PP_6_2_RNA	PP_6_3_RNA
EFEMP1	3.0	4.0	3.0	3.0	3.0	5.0	1.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	11.0	0.0	1.0	3.0	0.0	7.0	3.0	1.0
MIR217HG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR217	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR216A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR216B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC01813	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0
LOC100129434	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
CCDC85A	0.0	1.0	1.0	0.0	5.0	3.0	1.0	1.0	0.0	20.0	4.0	5.0	1.0	0.0	0.0	3.0	0.0	11.0	4.0	2.0	2.0	1.0	2.0
VRK2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	12.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
LOC107984043	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
FANCL	129.0	122.0	381.0	415.0	406.0	433.0	1357.0	371.0	755.0	298.0	344.0	253.0	219.0	441.0	288.0	218.0	180.0	198.0	78.0	57.0	194.0	388.0	310.0
LINC01795	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC01122	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0
LINC01793	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR4432HG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR4432	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BCL11A	57.0	75.0	334.0	310.0	309.0	394.0	326.0	49.0	271.0	205.0	348.0	270.0	99.0	66.0	33.0	147.0	163.0	193.0	85.0	67.0	176.0	367.0	268.0
PAPOLG	117.0	142.0	806.0	752.0	645.0	886.0	801.0	501.0	854.0	532.0	819.0	676.0	297.0	312.0	369.0	606.0	556.0	643.0	140.0	106.0	750.0	894.0	838.0
LINC01185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0
REL	22.0	42.0	297.0	318.0	286.0	376.0	164.0	101.0	110.0	215.0	283.0	276.0	46.0	79.0	20.0	164.0	155.0	165.0	28.0	16.0	227.0	325.0	316.0
PUS10	7.0	20.0	90.0	107.0	95.0	125.0	146.0	70.0	103.0	114.0	134.0	157.0	42.0	47.0	47.0	82.0	84.0	84.0	29.0	18.0	123.0	138.0	157.0
PEX13	68.0	94.0	844.0	899.0	836.0	1029.0	835.0	379.0	433.0	678.0	988.0	855.0	190.0	269.0	220.0	575.0	499.0	731.0	84.0	63.0	509.0	699.0	657.0
SANBR	75.0	116.0	733.0	748.0	715.0	927.0	461.0	155.0	439.0	771.0	1183.0	1007.0	165.0	192.0	242.0	700.0	712.0	878.0	57.0	31.0	325.0	561.0	490.0
LOC339803	21.0	21.0	127.0	115.0	141.0	153.0	181.0	124.0	60.0	87.0	128.0	100.0	0.0	95.0	0.0	120.0	77.0	87.0	39.0	20.0	136.0	156.0	139.0
C2orf74	23.0	10.0	111.0	109.0	90.0	126.0	30.0	56.0	62.0	95.0	141.0	140.0	29.0	33.0	20.0	121.0	61.0	132.0	26.0	31.0	154.0	112.0	136.0
AHSA2P	5.0	14.0	209.0	245.0	268.0	271.0	21.0	3.0	0.0	930.0	1225.0	1152.0	0.0	5.0	0.0	861.0	714.0	1108.0	28.0	13.0	195.0	323.0	265.0
USP34	254.0	394.0	4545.0	4673.0	4611.0	5554.0	4549.0	1556.0	2969.0	4471.0	7136.0	6340.0	1277.0	1577.0	1048.0	4612.0	3488.0	5010.0	310.0	195.0	3159.0	6161.0	5674.0
SNORA70B	0.0	0.0	1.0	2.0	1.0	3.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3.0	3.0
XPO1	1510.0	2186.0	10021.0	10693.0	10193.0	12314.0	18815.0	6569.0	15013.0	10209.0	14854.0	13847.0	5711.0	9462.0	4948.0	10421.0	8914.0	11491.0	1145.0	762.0	4899.0	8507.0	8005.0
FAM161A	47.0	77.0	439.0	382.0	371.0	418.0	137.0	80.0	152.0	289.0	434.0	351.0	83.0	124.0	18.0	264.0	230.0	294.0	77.0	43.0	251.0	419.0	373.0
CCT4	1684.0	2340.0	3987.0	4168.0	4350.0	4937.0	17731.0	7017.0	11507.0	4462.0	6113.0	5584.0	4117.0	5885.0	3475.0	4282.0	3795.0	4564.0	908.0	664.0	2350.0	4949.0	4678.0
COMMD1	78.0	118.0	200.0	191.0	227.0	287.0	133.0	187.0	187.0	115.0	154.0	146.0	79.0	145.0	51.0	103.0	101.0	127.0	64.0	54.0	92.0	193.0	177.0
B3GNT2	33.0	23.0	213.0	233.0	232.0	281.0	227.0	101.0	168.0	320.0	417.0	309.0	100.0	122.0	200.0	260.0	224.0	220.0	27.0	17.0	131.0	169.0	161.0
MIR5192	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TMEM17	7.0	7.0	51.0	51.0	59.0	65.0	49.0	7.0	17.0	47.0	70.0	67.0	24.0	25.0	0.0	51.0	44.0	53.0	11.0	3.0	29.0	70.0	83.0
EHBP1	189.0	242.0	1811.0	1952.0	1797.0	2187.0	1951.0	951.0	1517.0	1870.0	2734.0	2327.0	601.0	979.0	1003.0	1697.0	1711.0	2040.0	268.0	186.0	750.0	1621.0	1537.0
LOC100132215	4.0	0.0	2.0	4.0	12.0	16.0	0.0	0.0	0.0	42.0	51.0	77.0	0.0	0.0	0.0	68.0	54.0	45.0	7.0	1.0	2.0	13.0	14.0
OTX1	11.0	18.0	31.0	28.0	35.0	31.0	0.0	22.0	60.0	37.0	77.0	54.0	27.0	30.0	15.0	45.0	51.0	64.0	22.0	12.0	31.0	42.0	24.0
DBIL5P2	1.0	4.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0
MDH1	1516.0	1747.0	2536.0	2512.0	2494.0	3076.0	23425.0	9931.0	15515.0	4165.0	5868.0	5130.0	4473.0	8184.0	4671.0	4341.0	3834.0	4615.0	1243.0	757.0	1410.0	2360.0	2347.0
UGP2	594.0	631.0	2441.0	2402.0	2553.0	3026.0	4676.0	2072.0	3046.0	2463.0	3273.0	3006.0	1025.0	1724.0	938.0	2245.0	2263.0	2681.0	425.0	298.0	1094.0	1803.0	1799.0
VPS54	57.0	85.0	1551.0	1552.0	1533.0	1906.0	401.0	205.0	331.0	1429.0	2186.0	1945.0	131.0	178.0	193.0	1525.0	1181.0	1691.0	87.0	46.0	674.0	1283.0	1196.0
PELI1	289.0	422.0	4038.0	4032.0	4036.0	4848.0	2527.0	1088.0	1896.0	3281.0	4719.0	3968.0	546.0	1037.0	703.0	2989.0	2608.0	3613.0	301.0	225.0	1855.0	3302.0	2989.0
LINC00309	0.0	0.0	1.0	2.0	1.0	2.0	2.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	1.0
LOC100507006	3.0	0.0	12.0	22.0	17.0	16.0	39.0	0.0	0.0	51.0	56.0	49.0	0.0	0.0	18.0	35.0	38.0	44.0	2.0	0.0	13.0	26.0	19.0
MIR4433B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR4433A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LGALSL	90.0	118.0	1163.0	1215.0	1200.0	1448.0	1148.0	372.0	541.0	1289.0	1885.0	1678.0	293.0	426.0	192.0	1185.0	1101.0	1208.0	68.0	60.0	482.0	727.0	779.0
LINC01805	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AFTPH-DT	2.0	1.0	19.0	40.0	24.0	27.0	0.0	0.0	13.0	10.0	23.0	21.0	0.0	0.0	0.0	7.0	3.0	15.0	1.0	0.0	15.0	25.0	22.0
AFTPH	72.0	111.0	769.0	779.0	867.0	929.0	809.0	255.0	612.0	689.0	1029.0	934.0	300.0	474.0	207.0	747.0	598.0	760.0	98.0	92.0	578.0	902.0	873.0
MIR4434	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
LINC02579	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SERTAD2	86.0	70.0	2074.0	2109.0	1991.0	2546.0	1069.0	455.0	750.0	3045.0	4595.0	3974.0	260.0	645.0	456.0	2794.0	2402.0	3100.0	137.0	137.0	771.0	1473.0	1366.0
LINC01800	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	4.0	0.0	1.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0
LINC02245	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
SLC1A4	151.0	232.0	542.0	542.0	505.0	625.0	1060.0	519.0	716.0	701.0	1048.0	864.0	436.0	370.0	238.0	797.0	649.0	812.0	79.0	67.0	390.0	410.0	406.0
CEP68	115.0	116.0	828.0	826.0	844.0	1005.0	758.0	280.0	698.0	924.0	1364.0	1194.0	384.0	490.0	329.0	830.0	764.0	1126.0	296.0	281.0	889.0	1513.0	1418.0
RAB1A	481.0	581.0	2945.0	3065.0	2957.0	3626.0	5899.0	2331.0	4335.0	3863.0	5584.0	4742.0	1696.0	2565.0	1659.0	3902.0	3956.0	4450.0	437.0	331.0	901.0	1952.0	1901.0
ACTR2	915.0	1044.0	7209.0	7739.0	7433.0	9104.0	7369.0	3379.0	4299.0	10118.0	14244.0	13104.0	1862.0	2881.0	1512.0	9086.0	8289.0	11217.0	875.0	689.0	1985.0	5913.0	5370.0
SPRED2	268.0	247.0	2100.0	2078.0	2106.0	2598.0	707.0	336.0	440.0	2055.0	3261.0	2733.0	182.0	408.0	312.0	2122.0	1911.0	2371.0	590.0	456.0	1264.0	2125.0	1918.0
MIR4778	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC01873	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MEIS1-AS3	7.0	0.0	2.0	6.0	2.0	7.0	1.0	0.0	0.0	7.0	15.0	14.0	9.0	0.0	0.0	14.0	5.0	5.0	8.0	4.0	13.0	8.0	9.0
MEIS1	56.0	50.0	275.0	292.0	264.0	369.0	801.0	292.0	446.0	379.0	593.0	481.0	281.0	315.0	300.0	412.0	406.0	480.0	79.0	82.0	415.0	341.0	302.0
MEIS1-AS2	1.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	5.0	11.0	12.0	19.0	0.0	0.0	0.0	15.0	2.0	11.0	1.0	2.0	0.0	1.0	1.0
LINC01798	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	3.0	2.0	0.0	0.0	0.0	0.0	0.0	4.0	1.0	0.0	1.0	0.0	1.0
LINC01797	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC01799	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC01628	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC01828	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC01829	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC101927661	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ETAA1	32.0	54.0	591.0	643.0	589.0	692.0	396.0	96.0	142.0	512.0	782.0	732.0	34.0	69.0	79.0	513.0	473.0	547.0	46.0	43.0	626.0	521.0	541.0
LINC01812	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
C1D	34.0	29.0	131.0	166.0	121.0	188.0	90.0	44.0	51.0	429.0	461.0	436.0	35.0	72.0	49.0	362.0	285.0	315.0	18.0	19.0	45.0	164.0	140.0
DNAAF10	104.0	131.0	351.0	415.0	379.0	490.0	988.0	624.0	736.0	582.0	797.0	656.0	324.0	406.0	328.0	561.0	473.0	619.0	91.0	69.0	264.0	299.0	343.0
PNO1	307.0	297.0	703.0	807.0	862.0	969.0	1436.0	462.0	757.0	889.0	1428.0	1290.0	324.0	744.0	322.0	1006.0	815.0	1091.0	136.0	105.0	469.0	654.0	582.0
PPP3R1	505.0	627.0	2479.0	2554.0	2606.0	2884.0	3080.0	1229.0	1861.0	2641.0	3584.0	3360.0	794.0	1509.0	467.0	2364.0	2210.0	2784.0	470.0	356.0	683.0	2079.0	1893.0
CNRIP1	132.0	128.0	660.0	684.0	644.0	805.0	145.0	155.0	173.0	259.0	416.0	321.0	43.0	65.0	3.0	253.0	260.0	323.0	65.0	55.0	380.0	454.0	416.0
PLEK	0.0	0.0	2.0	2.0	0.0	2.0	0.0	1.0	2.0	70.0	7.0	1.0	0.0	0.0	0.0	0.0	12.0	1.0	1.0	0.0	1.0	1.0	3.0
FBXO48	2.0	4.0	71.0	70.0	77.0	88.0	0.0	0.0	1.0	26.0	31.0	30.0	0.0	0.0	0.0	6.0	28.0	15.0	4.0	1.0	57.0	84.0	85.0
PROKR1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
ARHGAP25	1.0	1.0	14.0	10.0	15.0	16.0	23.0	1.0	14.0	24.0	38.0	16.0	8.0	0.0	1.0	9.0	4.0	24.0	1.0	3.0	18.0	11.0	12.0
BMP10	0.0	0.0	0.0	0.0	0.0	0.0	1.0	35.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
GKN2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GKN1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ANTXR1	388.0	450.0	2910.0	2996.0	2879.0	3557.0	1512.0	910.0	1311.0	2474.0	3834.0	3455.0	726.0	916.0	649.0	2512.0	2252.0	2706.0	636.0	607.0	3078.0	3322.0	3102.0
MIR3126	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GFPT1	663.0	1037.0	2708.0	2726.0	2821.0	3295.0	9506.0	4592.0	5998.0	3206.0	4955.0	4554.0	2015.0	2561.0	1329.0	3112.0	2571.0	3388.0	440.0	335.0	1443.0	2436.0	2269.0
NFU1	103.0	144.0	406.0	383.0	399.0	452.0	731.0	243.0	390.0	288.0	357.0	293.0	74.0	182.0	140.0	302.0	333.0	335.0	85.0	74.0	581.0	501.0	447.0
AAK1	220.0	240.0	1605.0	1648.0	1699.0	2049.0	1271.0	670.0	1296.0	1083.0	2041.0	1702.0	531.0	837.0	376.0	1084.0	1041.0	1189.0	183.0	165.0	950.0	1628.0	1501.0
SNORA36C	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0
ANXA4	57.0	51.0	232.0	228.0	201.0	233.0	1044.0	556.0	812.0	658.0	867.0	811.0	312.0	475.0	241.0	494.0	459.0	589.0	99.0	80.0	159.0	253.0	234.0
LOC107985770	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	3.0	2.0	7.0	1.0	0.0	0.0	0.0	1.0	9.0	3.0	0.0	0.0	0.0	0.0	0.0
GMCL1	78.0	87.0	1300.0	1195.0	1142.0	1553.0	203.0	130.0	185.0	1248.0	1892.0	1675.0	108.0	117.0	131.0	1100.0	1169.0	1485.0	124.0	120.0	674.0	1364.0	1210.0
SNRNP27	217.0	186.0	898.0	854.0	882.0	1014.0	1079.0	645.0	520.0	1066.0	1530.0	1289.0	328.0	489.0	329.0	1074.0	1075.0	1141.0	484.0	323.0	674.0	765.0	690.0
MXD1	69.0	72.0	962.0	989.0	890.0	1177.0	972.0	525.0	503.0	678.0	1121.0	872.0	204.0	388.0	314.0	674.0	537.0	680.0	133.0	86.0	548.0	862.0	699.0
ASPRV1	5.0	5.0	77.0	61.0	86.0	87.0	3.0	5.0	16.0	79.0	133.0	104.0	0.0	4.0	0.0	53.0	119.0	104.0	0.0	5.0	58.0	84.0	80.0
PCBP1-AS1	0.0	0.0	0.0	2.0	3.0	4.0	0.0	0.0	0.0	1.0	1.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0
PCBP1	3141.0	3628.0	2271.0	2349.0	2338.0	2666.0	17827.0	8064.0	13354.0	7900.0	11468.0	8902.0	5479.0	9227.0	5489.0	7565.0	6670.0	8340.0	2668.0	1996.0	1020.0	2541.0	2354.0
LINC01816	9.0	5.0	15.0	6.0	19.0	9.0	20.0	21.0	22.0	30.0	46.0	33.0	7.0	18.0	0.0	36.0	58.0	23.0	9.0	10.0	23.0	15.0	13.0
C2orf42	34.0	35.0	280.0	266.0	277.0	345.0	224.0	26.0	117.0	255.0	358.0	257.0	26.0	113.0	133.0	234.0	224.0	187.0	33.0	49.0	242.0	304.0	297.0
TIA1	397.0	547.0	2761.0	2824.0	2636.0	3221.0	3941.0	1281.0	2393.0	4583.0	6280.0	6029.0	875.0	1776.0	895.0	3842.0	3129.0	4592.0	292.0	235.0	1672.0	3027.0	2971.0
MIR1285-2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PCYOX1	285.0	451.0	2003.0	1986.0	2106.0	2493.0	3008.0	1190.0	2533.0	2392.0	3378.0	3067.0	686.0	1172.0	615.0	2285.0	2040.0	2408.0	227.0	187.0	1368.0	2306.0	2116.0
SNRPG	99.0	48.0	724.0	670.0	697.0	790.0	300.0	197.0	156.0	1073.0	1461.0	1159.0	35.0	77.0	51.0	1086.0	1065.0	1223.0	61.0	37.0	231.0	354.0	309.0
FAM136A	86.0	116.0	1746.0	1727.0	1792.0	2039.0	424.0	372.0	314.0	1906.0	2606.0	2374.0	168.0	287.0	277.0	1689.0	1598.0	2139.0	61.0	55.0	717.0	1017.0	929.0
TGFA	46.0	46.0	670.0	627.0	661.0	702.0	239.0	26.0	116.0	445.0	609.0	520.0	44.0	74.0	50.0	366.0	410.0	491.0	44.0	47.0	374.0	546.0	539.0
TGFA-IT1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
ADD2	161.0	194.0	1688.0	1623.0	1660.0	1996.0	766.0	399.0	522.0	1291.0	1748.0	1522.0	259.0	348.0	145.0	1403.0	1252.0	1495.0	199.0	152.0	1076.0	1651.0	1483.0
FIGLA	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CLEC4F	0.0	0.0	1.0	2.0	1.0	1.0	0.0	0.0	0.0	3.0	5.0	8.0	0.0	0.0	0.0	3.0	3.0	9.0	1.0	0.0	2.0	0.0	3.0
CD207	0.0	3.0	6.0	7.0	13.0	14.0	0.0	35.0	9.0	18.0	28.0	23.0	0.0	0.0	1.0	12.0	13.0	22.0	3.0	2.0	19.0	15.0	11.0
LINC01143	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
VAX2	46.0	60.0	112.0	104.0	123.0	126.0	73.0	37.0	75.0	220.0	222.0	222.0	70.0	40.0	105.0	213.0	200.0	236.0	62.0	46.0	99.0	75.0	83.0
ATP6V1B1	8.0	13.0	24.0	25.0	41.0	36.0	46.0	24.0	2.0	170.0	242.0	176.0	19.0	0.0	7.0	215.0	220.0	189.0	19.0	23.0	24.0	20.0	27.0
ATP6V1B1-AS1	0.0	0.0	1.0	0.0	0.0	1.0	0.0	9.0	0.0	1.0	4.0	2.0	0.0	0.0	0.0	3.0	4.0	1.0	0.0	2.0	0.0	0.0	2.0
ANKRD53	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	10.0	5.0	0.0	0.0	0.0	5.0	6.0	2.0	2.0	4.0	2.0	0.0	1.0
TEX261	91.0	137.0	1907.0	1842.0	1787.0	2339.0	440.0	238.0	530.0	1613.0	2324.0	2015.0	209.0	256.0	258.0	1642.0	1550.0	1785.0	88.0	70.0	1141.0	2224.0	1954.0
OR7E91P	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NAGK	182.0	243.0	231.0	243.0	235.0	300.0	823.0	617.0	718.0	486.0	661.0	508.0	266.0	305.0	268.0	481.0	425.0	496.0	308.0	227.0	237.0	342.0	295.0
MCEE	32.0	38.0	90.0	96.0	107.0	111.0	318.0	61.0	262.0	105.0	190.0	147.0	31.0	79.0	87.0	113.0	93.0	119.0	20.0	19.0	60.0	108.0	124.0
MPHOSPH10	239.0	371.0	845.0	818.0	827.0	1001.0	1577.0	686.0	1167.0	1361.0	1903.0	1737.0	344.0	603.0	302.0	1266.0	1273.0	1540.0	162.0	144.0	1287.0	790.0	655.0
PAIP2B	17.0	21.0	190.0	165.0	186.0	184.0	265.0	150.0	103.0	181.0	229.0	232.0	67.0	89.0	27.0	191.0	158.0	189.0	82.0	63.0	381.0	518.0	426.0
ZNF638	506.0	651.0	2535.0	2698.0	2636.0	3137.0	4739.0	2086.0	2957.0	3642.0	5247.0	4803.0	1329.0	1982.0	1145.0	3580.0	3278.0	3918.0	519.0	430.0	3609.0	3488.0	3316.0
DYSF	2.0	2.0	0.0	4.0	2.0	4.0	11.0	0.0	10.0	21.0	35.0	12.0	33.0	19.0	20.0	25.0	17.0	15.0	14.0	12.0	1.0	1.0	1.0
CYP26B1	14.0	9.0	46.0	62.0	49.0	60.0	190.0	53.0	60.0	232.0	310.0	257.0	49.0	60.0	65.0	158.0	117.0	200.0	43.0	30.0	96.0	109.0	86.0
EXOC6B	106.0	118.0	487.0	490.0	492.0	585.0	1038.0	297.0	555.0	365.0	562.0	522.0	204.0	298.0	304.0	409.0	215.0	376.0	67.0	43.0	306.0	509.0	514.0
SPR	110.0	137.0	395.0	421.0	370.0	522.0	291.0	405.0	352.0	537.0	660.0	569.0	184.0	183.0	20.0	488.0	539.0	573.0	91.0	84.0	242.0	393.0	385.0
EMX1	635.0	40.0	0.0	0.0	0.0	0.0	17.0	7.0	7.0	0.0	0.0	0.0	37.0	18.0	231.0	0.0	0.0	0.0	860.0	679.0	0.0	0.0	0.0
SFXN5	73.0	76.0	447.0	416.0	434.0	477.0	279.0	167.0	180.0	580.0	836.0	722.0	124.0	244.0	69.0	599.0	543.0	668.0	63.0	54.0	344.0	420.0	348.0
RAB11FIP5	12.0	21.0	127.0	137.0	126.0	165.0	12.0	23.0	31.0	189.0	234.0	163.0	18.0	71.0	18.0	157.0	131.0	137.0	13.0	16.0	49.0	79.0	79.0
NOTO	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
